original_org_name,variant
Public and private organizations and partners associated with IDH through signed contracts and agreements for the development and implementation of specific activities and projects in the program sectors that IDH operates in.,public and private organizations and partners associated with idh through signed contracts and agreements for the development and implementation of specific activities and projects in the program sectors that idh operates in.
Public and private organizations and partners associated with IDH through signed contracts and agreements for the development and implementation of specific activities and projects in the program sectors that IDH operates in.,Public and private organizations and partners associated with IDH through signed contracts and agreements for the development and implementation of specific activities and projects in the program sectors that IDH operates in.
Public and private organizations and partners associated with IDH through signed contracts and agreements for the development and implementation of specific activities and projects in the program sectors that IDH operates in.,Public and private organizations and partners associated with IDH through signed contracts and agreements for the development and implementation of specific activities and projects in the program sectors that IDH operates in
Public and private organizations and partners associated with IDH through signed contracts and agreements for the development and implementation of specific activities and projects in the program sectors that IDH operates in.,Public an dprivate organizations and partners associated with IDH through signed contracts and agreements for the development and implementation of specific activities and projects in the program sectors that IDH operates in.
EU,eu
EU,EU
Walmart (PAD India),Wlamart (PAD India)
Walmart (PAD India),Walmart PAD India
Walmart (PAD India),walmart (pad india)
Walmart (PAD India),Walmart (PAD India)
Walton Family Foundation,walton family foundation
Walton Family Foundation,Walton Famliy Foundation
Walton Family Foundation,Walton Family Foundation
"IDH, The Sustainable Trade Initiative","IDH, The Sustainable Trade Initiative"
"IDH, The Sustainable Trade Initiative","idh, the sustainable trade initiative"
"IDH, The Sustainable Trade Initiative","IDH, Teh Sustainable Trade Initiative"
"IDH, The Sustainable Trade Initiative",IDH The Sustainable Trade Initiative
Implementing partners organziations,Implementing partners organziaitons
Implementing partners organziations,implementing partners organziations
Implementing partners organziations,Implementing partners organziations
Aqua for All,Aqua for All
Aqua for All,aqua for all
Aqua for All,Aqau for All
Loowatt SARL,loowatt sarl
Loowatt SARL,Lowoatt SARL
Loowatt SARL,Loowatt SARL
Stichting Fondsbeheer DGGF Lokaal MKB,stichting fondsbeheer dggf lokaal mkb
Stichting Fondsbeheer DGGF Lokaal MKB,Stichting Fondsbeheer DGGF Lokaal MKB
Stichting Fondsbeheer DGGF Lokaal MKB,Stichtin gFondsbeheer DGGF Lokaal MKB
Inside Equity Fund,inside equity fund
Inside Equity Fund,Inside qEuity Fund
Inside Equity Fund,Inside Equity Fund
Stichting DGGF,Stichting DGGF
Stichting DGGF,stichting dggf
Stichting DGGF,Stcihting DGGF
Handicap International Federation,Handicap International Federation
Handicap International Federation,Handicap Internatioanl Federation
Handicap International Federation,handicap international federation
Humanity & Inclusion - Handicap International UK,humanity & inclusion - handicap international uk
Humanity & Inclusion - Handicap International UK,Humanity  Inclusion  Handicap International UK
Humanity & Inclusion - Handicap International UK,uHmanity & Inclusion - Handicap International UK
Humanity & Inclusion - Handicap International UK,Humanity & Inclusion - Handicap International UK
International Planned Parenthood Federation,international planned parenthood federation
International Planned Parenthood Federation,International Planned Parenthood Federatoin
International Planned Parenthood Federation,International Planned Parenthood Federation
SOLIDARITY,SOLIDARITY
SOLIDARITY,solidarity
SOLIDARITY,SOILDARITY
Young Power in Social Action (YPSA),Young Power in Social Actoin (YPSA)
Young Power in Social Action (YPSA),young power in social action (ypsa)
Young Power in Social Action (YPSA),Young Power in Social Action (YPSA)
Young Power in Social Action (YPSA),Young Power in Social Action YPSA
Association of Women with disabilities of Madagascar (AFHAM),Association of Women with disabilities of Madagsacar (AFHAM)
Association of Women with disabilities of Madagascar (AFHAM),Association of Women with disabilities of Madagascar AFHAM
Association of Women with disabilities of Madagascar (AFHAM),association of women with disabilities of madagascar (afham)
Association of Women with disabilities of Madagascar (AFHAM),Association of Women with disabilities of Madagascar (AFHAM)
PFPH Madagascar,PFPH Madagascar
PFPH Madagascar,pfph madagascar
PFPH Madagascar,PPFH Madagascar
CKU,CKU
CKU,cku
DK-CVR-12006004,DK-CVR-12006004
DK-CVR-12006004,DK-CVR-12006040
DK-CVR-12006004,dk-cvr-12006004
DK-CVR-12006004,DKCVR12006004
Japan International Cooperation Agency,Japan International CooperationA gency
Japan International Cooperation Agency,Japan International Cooperation Agency
Japan International Cooperation Agency,japan international cooperation agency
"水衛生省（Ministry of Water, Sanitation and Hygiene）",水衛生省Ministry of Water Sanitation and Hygiene
"水衛生省（Ministry of Water, Sanitation and Hygiene）","水衛生省（ministry of water, sanitation and hygiene）"
"水衛生省（Ministry of Water, Sanitation and Hygiene）","水衛生省（iMnistry of Water, Sanitation and Hygiene）"
"水衛生省（Ministry of Water, Sanitation and Hygiene）","水衛生省（Ministry of Water, Sanitation and Hygiene）"
保健省（Ministry of Public Health）,保健省（Ministry of Public Health）
保健省（Ministry of Public Health）,保健省（ministry of public health）
保健省（Ministry of Public Health）,保健省（Ministry fo Public Health）
保健省（Ministry of Public Health）,保健省Ministry of Public Health
"Gavi, The Vaccine Alliance","gavi, the vaccine alliance"
"Gavi, The Vaccine Alliance","Gavi, The Vcacine Alliance"
"Gavi, The Vaccine Alliance",Gavi The Vaccine Alliance
"Gavi, The Vaccine Alliance","Gavi, The Vaccine Alliance"
The Government of Madagascar,the government of madagascar
The Government of Madagascar,The Government of Madagascar
The Government of Madagascar,The oGvernment of Madagascar
AFD,AFD
AFD,afd
Office National du Tourisme de Madagascar,office national du tourisme de madagascar
Office National du Tourisme de Madagascar,Office National du Tourisme de Madagascar
Office National du Tourisme de Madagascar,OfficeN ational du Tourisme de Madagascar
Fonds Malgache de Formation Professionnelle,fonds malgache de formation professionnelle
Fonds Malgache de Formation Professionnelle,Fonds Malagche de Formation Professionnelle
Fonds Malgache de Formation Professionnelle,Fonds Malgache de Formation Professionnelle
REPUBLIQUE DE MADAGASCAR,REPUBLIQUE DE MADAAGSCAR
REPUBLIQUE DE MADAGASCAR,REPUBLIQUE DE MADAGASCAR
REPUBLIQUE DE MADAGASCAR,republique de madagascar
Association NITIDAE,association nitidae
Association NITIDAE,Associatio nNITIDAE
Association NITIDAE,Association NITIDAE
Agence norvégienne pour la coopération au développement (NORAD),Agence norvégienne pour la coopération au développement NORAD
Agence norvégienne pour la coopération au développement (NORAD),Agence norvégienne pour la coopération au développement (NORAD)
Agence norvégienne pour la coopération au développement (NORAD),agence norvégienne pour la coopération au développement (norad)
Agence norvégienne pour la coopération au développement (NORAD),Agence norvégienne pour la coopération au développement (ONRAD)
Fonds des Nations unies pour l'enfance (UNICEF),United Nations Children's Fund
Fonds des Nations unies pour l'enfance (UNICEF),Fonds des Nations unies pour lenfance UNICEF
Fonds des Nations unies pour l'enfance (UNICEF),Fonds des Nations unies pour l'enfance (United Nations Children's Fund)
Fonds des Nations unies pour l'enfance (UNICEF),fonds des nations unies pour l'enfance (unicef)
Fonds des Nations unies pour l'enfance (UNICEF),Fonds des Naitons unies pour l'enfance (UNICEF)
Fonds des Nations unies pour l'enfance (UNICEF),Fonds des Nations unies pour l'enfance (UNICEF)
UNICEF NEW YORK,UNICEF NEW YORK
UNICEF NEW YORK,United Nations Children's Fund
UNICEF NEW YORK,UINCEF NEW YORK
UNICEF NEW YORK,United Nations Children's Fund NEW YORK
UNICEF NEW YORK,unicef new york
Ecole Supérieure des Technologies de l'Information,Ecole Supérieure des Technologies de l'Information
Ecole Supérieure des Technologies de l'Information,cEole Supérieure des Technologies de l'Information
Ecole Supérieure des Technologies de l'Information,ecole supérieure des technologies de l'information
Ecole Supérieure des Technologies de l'Information,Ecole Supérieure des Technologies de lInformation
institut européen de coopération et de développeme,institut européen de coopération et de développeme
institut européen de coopération et de développeme,intsitut européen de coopération et de développeme
Livelihoods Venture,Livelihoods Venture
Livelihoods Venture,livelihoods venture
Association internationale de développement (IDA),Association internationale de développement IDA
Association internationale de développement (IDA),Association internationale de développeemnt (IDA)
Association internationale de développement (IDA),association internationale de développement (ida)
Association internationale de développement (IDA),Association internationale de développement (IDA)
SOLIDIS GARANTIE,solidis garantie
SOLIDIS GARANTIE,SOLIDIS GARANTIE
SOLIDIS GARANTIE,SOLIDSI GARANTIE
GRAND EST SOLIDARITES COOPERATIONS DEVELOPPEMENT,GRAND EST SOLIDARITES COOPERATIONS DEVELOPPEMENT
GRAND EST SOLIDARITES COOPERATIONS DEVELOPPEMENT,grand est solidarites cooperations developpement
GRAND EST SOLIDARITES COOPERATIONS DEVELOPPEMENT,GRAND EST SOLIDARITES COOPERATOINS DEVELOPPEMENT
The Export-Import Bank of Korea(Economic Development Cooperation Fund),The ExportImport Bank of KoreaEconomic Development Cooperation Fund
The Export-Import Bank of Korea(Economic Development Cooperation Fund),TheE xport-Import Bank of Korea(Economic Development Cooperation Fund)
The Export-Import Bank of Korea(Economic Development Cooperation Fund),the export-import bank of korea(economic development cooperation fund)
The Export-Import Bank of Korea(Economic Development Cooperation Fund),The Export-Import Bank of Korea(Economic Development Cooperation Fund)
CCM Madagascar,ccm madagascar
CCM Madagascar,CCM Madagascar
CCM Madagascar,CCM Madagsacar
Population Services International,population services international
Population Services International,Popualtion Services International
Population Services International,Population Services International
"Global Fund to Fight AIDS, Tuberculosis and Malaria",Global Fund to Fight AIDS Tuberculosis and Malaria
"Global Fund to Fight AIDS, Tuberculosis and Malaria","Global Fund to Fight AIDS, Tuberculosis andM alaria"
"Global Fund to Fight AIDS, Tuberculosis and Malaria","global fund to fight aids, tuberculosis and malaria"
"Global Fund to Fight AIDS, Tuberculosis and Malaria","Global Fund to Fight AIDS, Tuberculosis and Malaria"
Ministry of Public Health of the Republic of Madagascar,Ministry of Public Health oft he Republic of Madagascar
Ministry of Public Health of the Republic of Madagascar,Ministry of Public Health of the Republic of Madagascar
Ministry of Public Health of the Republic of Madagascar,ministry of public health of the republic of madagascar
Stichting fondsbeheer DGGF lokaal MKB,stichting fondsbeheer dggf lokaal mkb
Stichting fondsbeheer DGGF lokaal MKB,Stichting fondsbeheer DGGF lokaal MKB
Stichting fondsbeheer DGGF lokaal MKB,Stichting fondsbeheer DGG Flokaal MKB
AmplifyChange,AmplifyCahnge
AmplifyChange,amplifychange
AmplifyChange,AmplifyChange
Nifin'Akanga,Nifin'Akanga
Nifin'Akanga,NifinAkanga
Nifin'Akanga,nifin'akanga
Nifin'Akanga,iNfin'Akanga
Direction-Générale Coopération au Développement et Aide humanitaire,Direction-Générale Coopératio nau Développement et Aide humanitaire
Direction-Générale Coopération au Développement et Aide humanitaire,Direction-Générale Coopération au Développement et Aide humanitaire
Direction-Générale Coopération au Développement et Aide humanitaire,DirectionGénérale Coopération au Développement et Aide humanitaire
Direction-Générale Coopération au Développement et Aide humanitaire,direction-générale coopération au développement et aide humanitaire
"gouvernement pays receveur (exemp: coop. financière, etc )","gouvernement pays receveur (exemp: coop. financière, etc )"
"gouvernement pays receveur (exemp: coop. financière, etc )",gouvernement pays receveur exemp coop financière etc 
"gouvernement pays receveur (exemp: coop. financière, etc )","gouevrnement pays receveur (exemp: coop. financière, etc )"
Commitment,Commitemnt
Commitment,commitment
Commitment,Commitment
government partner country: financial coop. - DGCD partner,government partner country: finnacial coop. - DGCD partner
